Restaurants_Name,Rating,Num_of_ratings,Cuisines,Cost,address,links
Apna Adda Cafe,--,Too Few Ratings,Indian,₹ 200 for two person,"Nishal Arcade, Corona Street, Near Nishal Circle, Adajan Gam, Surat, Gujarat, India",https://www.swiggy.com/restaurants/apna-adda-cafe-nishal-arcade-bhatha-surat-200258
365 The Travel Cafe,--,Too Few Ratings,"Italian, Indian",₹ 200 for two person,"SHOP NO G-8, HELIOS SHOPING NR, GALAXY CERCLE, PAL, SURAT. , Surat City ,Surat City, Surat Municipal Corporation, Gujarat-395009",https://www.swiggy.com/restaurants/365-the-travel-cafe-pal-gam-adajan-surat-474767
SUNDOWNERS,--,Too Few Ratings,"Fast Food, Bakery",₹ 500 for two person,"T.P. NO.5, F.P. NO.8, UMRA SMASHAN  ROAD, RAMNATH GHELA, UMRA ,  Athwalines , Surat City, Surat Municipal  Corporation, Gujarat",https://www.swiggy.com/restaurants/sundowners-piplod-surat-519478
Jalaram Khichdi,4.4,10K+ ratings,"Chinese, North Indian",₹ 200 for two person,"Shop 8.9,10,11, Ground Floor, Mavella Corridor, Opposite Shyam Baba Temple, New VIP Road, Vesu, Surat",https://www.swiggy.com/restaurants/jalaram-khichdi-marvella-corridor-vesu-bharthana-surat-94465
Dhakka Mukki Eatery - Althan,--,Too Few Ratings,"Burgers, Fast Food",₹ 200 for two person,"GROUND FL.MASSIMO COMPLEX, SHOP-60 BHIMRAD CANAL ROAD ,Surat City ,Surat City,Surat Municipal Corporation,Gujarat-395017",https://www.swiggy.com/restaurants/dhakka-mukki-eatery-althan-bhimrad-canal-road-piplod-surat-664679
Midnight Fancy Omlet Center,--,Too Few Ratings,"Fast Food, Snacks",₹ 250 for two person,"opp Bhumi pertrolpump, opp Dhiraj sons, Althan, surat",https://www.swiggy.com/restaurants/midnight-fancy-omlet-center-althan-road-bhimrad-surat-172925
William Johns Pizza Varachha,--,Too Few Ratings,Pizzas,₹ 502 for two person,"148 Royal Arcade Sarthana Jakatnaka Varachha Surat, Gujarat 395006, India",https://www.swiggy.com/restaurants/william-johns-pizza-varachha-varachha-surat-442164
Laziz Pizza - Platinum Point,3.8,1K+ ratings,"Pizzas, Burgers",₹ 400 for two person,"G-9, Sunshine Complex, Opposite CNG Pump, Sudama chowk, Mota Varachha, Surat",https://www.swiggy.com/restaurants/laziz-pizza-platinum-point-sudama-chowk-mota-varachha-surat-85954
Dairy Sweet Ice Cream,3.9,20+ ratings,Ice Cream,₹ 200 for two person,"Shop no.02,Dairy Sweet Icecream (Mobile house), Tulsishayam Society ni Vadi ni Same,Shyamdham chock,Nanavarachha-395006",https://www.swiggy.com/restaurants/dairy-sweet-ice-cream-varachha-surat-480254
Only Chinese,3.5,100+ ratings,"Closes soonChinese, Pizzas",₹ 300 for two person,"G-6 CENTRAL PLAZA, NEW CITYLIGHT ROAD SURAT",https://www.swiggy.com/restaurants/only-chinese-piplod-surat-323095
The Flavor Co.,4.3,20+ ratings,"Desserts, Snacks",₹ 300 for two person,"The Flavor Co., Indralok Complex Opp. crazy bite, Kargil Chowk, Gaurav Path, Dumas Road, Nandi Park Society, Piplod, Surat, Gujarat, India",https://www.swiggy.com/restaurants/the-flavor-co-piplod-surat-318355
The Leaf Cafe,--,Too Few Ratings,"Beverages, Bakery",₹ 400 for two person,"UG 01/02, 1ST FLOOR SUNRISE ENCLAVE, NEW CITYLIGHT ROAD, BHARTHANA, SURAT MUNCIPAL CORPORATION, GUJARAT - 395007",https://www.swiggy.com/restaurants/the-leaf-cafe-city-light-piplod-surat-486520
3Seventy Bistro,4.2,500+ ratings,"Pastas, Desserts",₹ 300 for two person,"Dumas Road, Opp Kargil Chowk, Piplod, Surat",https://www.swiggy.com/restaurants/3seventy-bistro-nr-kargil-chowk-piplod-surat-72914
Deals On Meals,4.0,100+ ratings,"Closes soonChinese, North Indian",₹ 300 for two person,"G-6, CENTRAL PLAZA, NEW CITYLIGHT ROAD, SURAT",https://www.swiggy.com/restaurants/deals-on-meals-piplod-althan-surat-323998
King Of Chaap,3.9,100+ ratings,"Closes soonChinese, North Indian",₹ 300 for two person,"G-6, CENTRAL PLAZZA NEW CITYLIGHT ROAD, GUJRATA- 395017",https://www.swiggy.com/restaurants/king-of-chaap-piplod-althan-surat-323094
Sendvic N Cafe,--,Too Few Ratings,"Fast Food, American",₹ 100 for two person,"G-33, VIP Plaza, VIP Road, next to Shyambaba Mandir, Surat, Gujarat 395007, India",https://www.swiggy.com/restaurants/sendvic-n-cafe-piplod-surat-498994
Binayak Fast Food,4.3,100+ ratings,"Ice Cream, Pizzas",₹ 200 for two person,"37-A Shop no 9 , Vasudev  Complex, Near Reliance  Township Piplod, Surat",https://www.swiggy.com/restaurants/binayak-fast-food-piplod-dumas-road-surat-397918
East Asia,--,Too Few Ratings,"Asian, Chinese",₹ 300 for two person,"G-65 TO 68 , VIP PLAZA NEAR KHATU SHYAM MANDIR, VIP ROAD ALTHAN 395007",https://www.swiggy.com/restaurants/east-asia-vip-road-piplod-surat-664870
Nukkad Cafe And Restro,--,Too Few Ratings,"Beverages, Snacks",₹ 550 for two person,"Shop No UG 4-5 New City Road Opp St Thomas School Sunrise Enclave Surat 395017, Surat City, Surat Municipal Corporation (Gujarat)",https://www.swiggy.com/restaurants/nukkad-cafe-and-restro-piplod-surat-507330
Freeze Land Cafe & Restro,--,Too Few Ratings,"Fast Food, Italian",₹ 150 for two person,"GROUND FLOOR, G- 17, CENTRAL PLAZA, NEW CITY LIGHT ROAD SURAT 395017",https://www.swiggy.com/restaurants/freeze-land-cafe-and-restro-central-plaza-piplod-surat-665105
La Gloria,5.0,20+ ratings,"Bakery, Desserts",₹ 500 for two person,"PLOT NO A/33 1ST FLOOR, PURVI SOCIETY, HIRABAUG VARCCHA ROAD, SURAT CITY 395006",https://www.swiggy.com/restaurants/la-gloria-varachha-surat-524735
Rameshwar Fast Food,--,Too Few Ratings,"Snacks, Chaat",₹ 200 for two person,"A-37-Shantikunj Shopping Center,Opp-Raj  Point Palanpur , Jakatnaka , Surat, Surat  City , Surat City, Surat Municipal  Corporation, Gujarat - 395005",https://www.swiggy.com/restaurants/rameshwar-fast-food-sarthana-surat-520887
Diet Cart,4.5,1K+ ratings,"Snacks, Salads",₹ 300 for two person,"NEAR TALWAKAR GYM, GAURAV PATH, PIPLOD",https://www.swiggy.com/restaurants/diet-cart-dumas-road-piplod-surat-86689
Dostea cafe and restaurant,--,Too Few Ratings,"Chinese, North Indian",₹ 500 for two person,"1, Piplod Main Road, Jalaram Society, Piplod, Surat, Gujarat 395007, India",https://www.swiggy.com/restaurants/dostea-cafe-and-restaurant-piplod-surat-599246
The Taste Of Dal Pakwan,4.4,1K+ ratings,"Indian, North Indian",₹ 100 for two person,"32/B, Rajmahal Complex, Near Dhiraj Sons, vesu surat",https://www.swiggy.com/restaurants/the-taste-of-dal-pakwan-nr-dhiraj-sons-vesu-surat-140435
Shri Sankar Food Center,--,Too Few Ratings,"Fast Food, Ice Cream",₹ 300 for two person,"SHOP NO. 11, SHIVANJANI HUB. OPP GURUKRUPA SCHOOL. MORABHAGAL JANGIRPURA. SURAT",https://www.swiggy.com/restaurants/shri-sankar-food-center-adajan-surat-517476
Mii Remedies,--,Too Few Ratings,Desserts,₹ 480 for two person,"501, RAJ ORION, NEAR PALANPUR CANAL ROAD, PALANPUR JAKATNAKA, SURAT, GUJARAT, Surat, Gujarat-395009",https://www.swiggy.com/restaurants/mii-remedies-palanpur-jakatnaka-adajan-surat-593947
Crave In,3.5,1K+ ratings,"Biryani, North Indian",₹ 200 for two person,"27-28-29, Ground Floor, E-Sppace, B/s Bhagwan Mahaveer Collage, VIP Road, Bharthana, Surat",https://www.swiggy.com/restaurants/crave-in-vesu-surat-69991
Chatpata Khao Piyo Aishkaro,--,Too Few Ratings,Indian,₹ 150 for two person,"Shop No. G/13, Raj Dream, B/S Devbhumi Residency Nr Bhagwan Mahavir College, Vesu Main Road, Bhimrad, Surat, Gujarat 395017, India",https://www.swiggy.com/restaurants/chatpata-khao-piyo-aishkaro-piplod-surat-417351
Vishal Amlet Center,--,Too Few Ratings,"Indian, Snacks",₹ 300 for two person,"SHOP NO 5, SQAURE ONE, ALTHAN BHIRAD ROAD, ALTHAN SURAT",https://www.swiggy.com/restaurants/vishal-amlet-center-piplod-squareone-althan-surat-485014
Master Chef Restaurant,--,Too Few Ratings,"Pizzas, Fast Food",₹ 200 for two person,"5, VITORIA GREEN, Nr Botonical Garden, Bhesan Rd, Jahangirabad, Morabhagal, Surat, Gujarat 395005, India",https://www.swiggy.com/restaurants/master-chef-restaurant-bhesan-rd-adajan-surat-644255
Master Chef Restaurant,--,Too Few Ratings,"Pizzas, Fast Food",₹ 200 for two person,"5, VITORIA GREEN, Nr Botonical Garden, Bhesan Rd, Jahangirabad, Morabhagal, Surat, Gujarat 395005, India",https://www.swiggy.com/restaurants/master-chef-restaurant-bhesan-rd-adajan-surat-644255
Pi And Pa,3.8,100+ ratings,"Pizzas, Pastas",₹ 250 for two person,"801,SHREEJI RESIDENCY,B/H S.G.U.,VESU,SURAT",https://www.swiggy.com/restaurants/pi-and-pa-vesu-surat-surat-151637
Rajbhog Icecream and Kulfi- Vesu,--,Too Few Ratings,"Desserts, Ice Cream",₹ 150 for two person,"G20 , Raj Dream Complex , Near Bhagwan Mahavir College , Beside Devbhumi Appartment , Vesu , Surat.",https://www.swiggy.com/restaurants/rajbhog-icecream-and-kulfi-vesu-vesu-piplod-surat-583673
Tea Poetry Any Time Tea Time,--,Too Few Ratings,"Fast Food, Pizzas",₹ 300 for two person,"SHOP NO 39, GR FLOOR, J9, HIGH STREET CANAL ROAD, VESU SURAT395007",https://www.swiggy.com/restaurants/tea-poetry-any-time-tea-time-vesu-piplod-surat-617496
Jay Sainath Vadapav,--,Too Few Ratings,"Street Food, Snacks",₹ 300 for two person,"NEAR BHAGWAN MAHAVIR COLLEGE, VIP ROAD , VESU SURAT",https://www.swiggy.com/restaurants/jay-sainath-vadapav-vesu-piplod-surat-613415
Royal Schez,3.8,100+ ratings,"Indian, Chinese",₹ 300 for two person,"6, Vitoria green, near botanical garden, Jahangirabad, Morabhagal, Surat, Gujarat 395005, India",https://www.swiggy.com/restaurants/royal-schez-adajan-surat-396697
Brown Burger Co Surat Vip Vesu,4.0,50+ ratings,"Indian, American",₹ 250 for two person,"E.Space Bharthana VIP Road, Surat, Gujarat 395007, India",https://www.swiggy.com/restaurants/brown-burger-co-surat-vip-vesu-vip-road-piplod-surat-416741
The Green Spice Restaurant & Cafe,4.3,100+ ratings,"Indian, Chinese",₹ 400 for two person,"SHOP NO 5, 101-105, MADHAV ATARIA, GAURAVPATH ROAD, PAL SURAT 395009",https://www.swiggy.com/restaurants/the-green-spice-restaurant-and-cafe-pal-gam-adajan-surat-486066
Goyal's Kitchen,3.9,1K+ ratings,"Punjabi, North Indian",₹ 200 for two person,"SHOP NO 17 , MARVELLA CORRIDOR, VESU SURAT ",https://www.swiggy.com/restaurants/goyals-kitchen-marvella-corridor-vesu-bharthana-surat-65848
Gangour - Chai Cafe The Address,--,Too Few Ratings,"Italian, Fast Food",₹ 300 for two person,"GF, 45, ATLANTA BUSINESS HUB, BEHIND VIP ROAD, VESU SURAT 395007",https://www.swiggy.com/restaurants/gangour-chai-cafe-the-address-piplod-surat-564139
cheese and chips,--,Too Few Ratings,"Burgers, Fast Food",₹ 300 for two person,"SHOP NO 7/B SUNSHINE MOTA VARACHHA , VARACHHA ROAD, SURAT 394101",https://www.swiggy.com/restaurants/cheese-and-chips-varachha-road-sarthana-surat-653976
Arvind Udyog,--,Too Few Ratings,Snacks,₹ 100 for two person,"Shop no.G-3, Atlanta business hub, VIP Road, near shyam mandir, front of offira appartment, Vesu, Surat, Gujarat 395007, ????",https://www.swiggy.com/restaurants/arvind-udyog-piplod-surat-549181
Jalaram Icecream & Fastfood,3.8,1K+ ratings,Ice Cream,₹ 200 for two person,"32, Marvella Corridor, VIP Road, Vesu, Surat",https://www.swiggy.com/restaurants/jalaram-icecream-and-fastfood-marvella-corridor-vesu-bharthana-surat-72913
Hari Om Fast Food,4.2,500+ ratings,"Burgers, Pizzas",₹ 200 for two person,"SHOP NO.B-2, POOJA ABHISHEK APT., OPP-RELIANCE RETAIL MARKET, VESU, SURAT.",https://www.swiggy.com/restaurants/hari-om-fast-food-piplod-vesu-surat-369113
The Snack Hack,--,Too Few Ratings,"Snacks, Fast Food",₹ 300 for two person,"Beside SVNIT COLLEGE, LANDMARK LAKEVIEW GARDEN, MAIN ROAD PIPLOS SURAT",https://www.swiggy.com/restaurants/the-snack-hack-varachha-adajan-surat-617522
Kaffino Roastery,--,Too Few Ratings,"Pizzas, Burgers",₹ 250 for two person,"SHOP NO.4, G.F., MARVELLA CORRIDOR, V.I.P. ROAD, VESU, Surat City, Surat Municipal Corporation, Gujarat, 395007",https://www.swiggy.com/restaurants/kaffino-roastery-v-i-p-road-piplod-surat-652452
Jani Locho House,4.1,50+ ratings,"Gujarati, Snacks",₹ 150 for two person,"GF, shop no : 1, Aagam Emporio, nr trinity signal, university road, vesu surat ,395007",https://www.swiggy.com/restaurants/jani-locho-house-piplod-aagam-emporio-vesu-surat-415472
Hungry Talks,4.1,100+ ratings,"North Indian, Biryani",₹ 300 for two person,"UG 116 , MARVELLA CORRIDOR SURAT  395007",https://www.swiggy.com/restaurants/hungry-talks-piplod-marvella-corridor-surat-586510
Leonardo Italian Mediterranean Dining,4.3,50+ ratings,"Italian, Mediterranean",₹ 500 for two person,"Behind Iscon Mall, Dumas Road, Piplod, Surat",https://www.swiggy.com/restaurants/leonardo-italian-mediterranean-dining-piplod-surat-73029
Mr Jalebi Wala,--,Too Few Ratings,Sweets,₹ 400 for two person,ADAJAN PAL GREEN CITY ROAD BAGVAN CIRCLE SURAT,https://www.swiggy.com/restaurants/mr-jalebi-wala-pal-green-city-adajan-surat-609000
Cake For You,4.8,20+ ratings,"Bakery, Sweets",₹ 270 for two person,"44 La Victoria, galaxy circle pal Surat",https://www.swiggy.com/restaurants/cake-for-you-galaxy-circle-adajan-surat-259565
MR.POTATO G FOOD & CAFE,--,Too Few Ratings,"Fast Food, Burgers",₹ 300 for two person,"SHOP NO. G.F. 36 MARRVELLA CORIDOR V. I.P ROAD, VESU, SURAT , Vesu , Surat,  Surat Municipal Corporation,  Gujarat-395007",https://www.swiggy.com/restaurants/mr-potato-g-food-and-cafe-vesu-piplod-surat-656407
Dr. Bubbles Chai Specialist,4.4,500+ ratings,"Desserts, Ice Cream",₹ 200 for two person,"SHOP NO 9, AAGAM EMPORIO UNIVERSITY ROAD VESU SURAT",https://www.swiggy.com/restaurants/dr-bubbles-chai-specialist-aagam-emporio-vesu-surat-65814
Jay Veeru Fast Food,4.5,500+ ratings,"North Indian, Fast Food",₹ 150 for two person,"82-A, Shop A-6, Abhishek Apartmentt, Near Someshwara Square, vesu , Bharthana",https://www.swiggy.com/restaurants/jay-veeru-fast-food-vesu-surat-88957
New Bhai Bhai Omelette,4.1,100+ ratings,"Indian, North Indian",₹ 200 for two person,"83-A/ SHOP NO.G/24, MARVELLA CORRIDOR, NR.SAPPHIRE COURT, V.I.P. ROAD, VESU, SURAT.395007",https://www.swiggy.com/restaurants/new-bhai-bhai-omelette-piplod-marvella-coridor-vip-road-surat-353128
Man Ka Cafe,--,Too Few Ratings,"Fast Food, Beverages",₹ 250 for two person,"SHOP NO.17, PLATINUM POINT,  OPP. CNG PUMP, MOTA VARACHHA,  Surat City, Surat Municipal  Corporation, Gujarat, 394101",https://www.swiggy.com/restaurants/man-ka-cafe-platinum-point-sarthana-surat-665400
Bakehouse By Miten,--,Too Few Ratings,Desserts,₹ 400 for two person,"100 Saraswat Nagar Society, Near Piplod Hospital, Lake View Garden, Lane, Piplod, Surat, Gujarat 395007",https://www.swiggy.com/restaurants/bakehouse-by-miten-lake-view-garden-piplod-surat-290181
Twisted Cake,4.3,100+ ratings,"Desserts, Sweets",₹ 270 for two person,"44 La Victoria, galaxy circle pal Surat",https://www.swiggy.com/restaurants/twisted-cake-galaxy-circle-adajan-surat-256853
The Mayo Cafe,3.7,20+ ratings,"Snacks, Fast Food",₹ 200 for two person,"SHOP NO-12, GOLDEN SQUARE, MOTA  VARACHHA, SURAT., Surat City , Surat City,  Surat Municipal Corporation, Gujarat -  394101",https://www.swiggy.com/restaurants/the-mayo-cafe-golden-square-varachha-surat-520867
Dinesh Health Kitchen,4.4,500+ ratings,"North Indian, Ice Cream",₹ 300 for two person,"Dimple Row House, Bunglow No-23, opp Surat Gym khana, Piplod Surat",https://www.swiggy.com/restaurants/dinesh-health-kitchen-opp-gymkhana-piplod-surat-140409
The Paratha & Ready Bites,--,Too Few Ratings,"North Indian, Chinese",₹ 200 for two person,"H- 8847, Sapna Nagar, Kansad, Dindoli, Surat",https://www.swiggy.com/restaurants/the-paratha-and-ready-bites-dindoli-surat-456966
Pizza Caprina,--,Too Few Ratings,"Pizzas, Italian",₹ 400 for two person,"Shop No. G-36, Golden Square, Near D-mart, Maharaja Farm Road, Mota Varachha, Surat 394101",https://www.swiggy.com/restaurants/pizza-caprina-sarthana-d-mart-surat-581983
Momos House,--,Too Few Ratings,Fast Food,₹ 200 for two person,"SHOP NO - 2, MARVELLA CORRIDOR, OPP. C B PATEL HEALTH CLUB, V.I.P. ROAD, Surat,, Vesu , Surat Municipal Corporation, Surat Municipal Corporation, Gujarat - 395007",https://www.swiggy.com/restaurants/momos-house-vesu-piplod-surat-475510
Chalte Firte,--,Too Few Ratings,North Indian,₹ 200 for two person,"Shop no3 marvill corridor VIP Road, vesu, opposite cromaSurat, Gujarat, India",https://www.swiggy.com/restaurants/chalte-firte-piplod-surat-396466
Samosa Bazaar,--,Too Few Ratings,"Snacks, Indian",₹ 100 for two person,"2nd floor,206, Marvella Corridor,VIP Road, Vesu",https://www.swiggy.com/restaurants/samosa-bazaar-piplod-surat-477416
Baapu Da Dhaba,--,Too Few Ratings,North Indian,₹ 300 for two person,"GF SHOP NO 38-40, MARVELLA CORRIDOR, VIP VESU SURAT",https://www.swiggy.com/restaurants/baapu-da-dhaba-vesu-piplod-surat-612994
Heavenly Grills,--,Too Few Ratings,"Fast Food, Pizzas",₹ 250 for two person,"83-A/ SHOP NO UG 116, MARVELLA  CORRIDOR,NEAR SAPPHIRE COURT V.I.P  ROAD,VESU, SURAT , Vesu , Surat  Municipal Corporation, Surat Municipal  Corporation, Gujarat-610520",https://www.swiggy.com/restaurants/heavenly-grills-sapphire-court-piplod-surat-665491
Snowera,3.7,100+ ratings,Desserts,₹ 200 for two person,"14-15, Aagam Emporio, University Road, Vesu, Surat",https://www.swiggy.com/restaurants/snowera-aagam-emporio-vesu-surat-112305
Momoman,3.4,20+ ratings,Chinese,₹ 300 for two person,"GF-12, Aagam Emporium, Opp. Balaji Hero Show Room, University Road, Vesu, Surat. , Surat Municipal Corporation, Surat Municipal Corporation, , Gujarat, 395007",https://www.swiggy.com/restaurants/momoman-vesu-surat-562756
The Live Station,--,Too Few Ratings,"Snacks, Italian",₹ 300 for two person,"02, WESTERN PLAZA, OPPOSITE KIRAN JEM, SIMADA NAKA, VARACHHA, SURAT CITY, SURAT, 395006",https://www.swiggy.com/restaurants/the-live-station-sarthana-surat-467031
Nothing Before Coffee,4.0,20+ ratings,"Beverages, Snacks",₹ 200 for two person,"SHOP NO.15, G.F., SANGINI EVOQ, B/S E SPACE, BHARTHANA, Surat City, Surat Municipal Corporation,Gujarat, 395007",https://www.swiggy.com/restaurants/nothing-before-coffee-piplod-bhartana-surat-616352
PIZZA MANIA,--,Too Few Ratings,"Pizzas, Italian",₹ 400 for two person,"Shop No.  G-36, Golden Square,  Near D-mart,  Maharaja Farm Road,  Mota Varachha,  Surat 394101",https://www.swiggy.com/restaurants/pizza-mania-sarthana-d-mart-surat-585192
Eggiterian Cafe,4.4,1K+ ratings,"Pastas, Chinese",₹ 400 for two person,"Shop 3, Aagam Emporio, Vesu, Surat",https://www.swiggy.com/restaurants/eggiterian-cafe-aagam-emporio-vesu-surat-65841
Chai In Soul,--,Too Few Ratings,"Fast Food, Beverages",₹ 300 for two person,"BLOCK NO 40 , SR NO 23 B/H BHAGWAN MAHAVIR COLLEGE VESU",https://www.swiggy.com/restaurants/chai-in-soul-vesu-piplod-surat-615622
Guddubhai Mathurawale Samosa Center,4.4,1K+ ratings,Desserts,₹ 50 for two person,"Opposite Reliance Market,Near Satyam Building, Vesu,Surat",https://www.swiggy.com/restaurants/guddubhai-mathurawale-samosa-center-piplod-surat-375918
Tandoori Shala Chole Bhature ,3.7,100+ ratings,"Chinese, North Indian",₹ 250 for two person,"SHOP NO: 03, GROUND FLOOR, PLOT NO: 01, SARASHWAT NAGAR, PIPLOD, SURAT, Piplod (Surat), Surat Municipal Corporation, Surat Municipal Corporation, Gujarat ",https://www.swiggy.com/restaurants/tandoori-shala-chole-bhature-adajan-piplod-surat-372456
In5Nite Vr,--,Too Few Ratings,Snacks,₹ 300 for two person,"UG-1 In5nite VR Canal Walkk Shoppers,Oop. LP Savani School, Vesu Canal Rd, Vesu, Surat, Gujarat 395007, India",https://www.swiggy.com/restaurants/in5nite-vr-infivenite-vr-canal-walkk-shoppers-piplod-surat-609003
Mahavir Topper'S Frankie,--,Too Few Ratings,Indian,₹ 300 for two person,"NR.AAGAM,ARCADE,VESU,SURAT CITY,SURAT",https://www.swiggy.com/restaurants/mahavir-toppers-frankie-arcade-piplod-surat-663763
Sai Ratnaa,4.5,20+ ratings,"South Indian, Burgers",₹ 300 for two person,"Shop no 1& 2, green palladia, opp raj word palanpore, surat city",https://www.swiggy.com/restaurants/sai-ratnaa-adajan-pal-surat-588368
Amdavadi Tawa Fry,4.2,1K+ ratings,"North Indian, Biryani",₹ 300 for two person,"Floral Park,Near Prabhu Benkas Hospital piplod",https://www.swiggy.com/restaurants/amdavadi-tawa-fry-nr-floral-garden-athwa-surat-134552
Shree Shyam Restaurant,4.6,50+ ratings,"North Indian, Chinese",₹ 300 for two person,"SHOP NO 24, FOUR POINT, OPP CB PATEL HEALTH CLUB, VIP ROAD SURAT 395007",https://www.swiggy.com/restaurants/shree-shyam-restaurant-piplod-surat-527077
Jk Khaman House,4.1,100+ ratings,"Opens next at 7:15 am, tomorrowGujarati",₹ 150 for two person,"Shop No 2 Aagam Encalve , Opp Abhishek Park , Vesu , Surat",https://www.swiggy.com/restaurants/jk-khaman-house-vesu-surat-127570
Bhojanam,3.8,500+ ratings,"Thalis, Desserts",₹ 199 for two person,"75/1, T.P.6 PIPLOD F.P.SUB PLOT 7 TO 13, EAST , GINGER HOTEL PIPLOD, SURAT,395007",https://www.swiggy.com/restaurants/bhojanam-ginger-hotel-piplod-surat-317948
Cheesecake Mills,4.7,100+ ratings,Bakery,₹ 250 for two person,SHOP G 8 SNS PLATINA VESU SURAT,https://www.swiggy.com/restaurants/cheesecake-mills-vesu-surat-544662
Sanwariya Sweet And Farsan Mart,--,Too Few Ratings,"Snacks, Gujarati",₹ 100 for two person,"Shop no A/1, Sai Milan Residency, Sudama Chowk, MotaVaraccha, Surat 394101",https://www.swiggy.com/restaurants/sanwariya-sweet-and-farsan-mart-sarthana-surat-444982
Taco Bell,3.6,100+ ratings,Mexican,₹ 300 for two person,"Shop no - 9, Ground floor, International Business Center, Surat Dumas Road, Piplod, Surat-395007",https://www.swiggy.com/restaurants/taco-bell-piplod-surat-580666
Kulfreeze,4.3,500+ ratings,"Ice Cream, Desserts",₹ 150 for two person,"shop no 8, Aagam Emporio, Udhan magdalla road, vesu surat",https://www.swiggy.com/restaurants/kulfreeze-parle-point-athwa-surat-65849
Bean Addiction Cafe,--,Too Few Ratings,"Fast Food, Italian",₹ 300 for two person,"SHOP NO B-19, GROUND FLOOR, MONARCH, NR KALPAVRUKSH GARDEN, GAURAVPATH ROAD, PAL SURAT 395009",https://www.swiggy.com/restaurants/bean-addiction-cafe-gam-adajan-surat-485253
Shakes & Scoops Vesu,4.3,1K+ ratings,Ice Cream,₹ 150 for two person,G-53 Atlanta Shoppers Near Reliance Market Vesu Surat,https://www.swiggy.com/restaurants/shakes-and-scoops-vesu-safal-square-vesu-surat-70345
Jayesh Omlet Center,--,Too Few Ratings,Persian,₹ 250 for two person,13 KRISHNA KUNJ BHESTAN SURAT,https://www.swiggy.com/restaurants/jayesh-omlet-center-sachin-surat-484257
MR. CAFE,4.0,100+ ratings,"Fast Food, Continental",₹ 150 for two person,"Shop 5, Milestone Atlantis, Near Someshwar Square, Udhna Magdalla Road, University Road, Vesu, Surat",https://www.swiggy.com/restaurants/mr-cafe-um-road-vesu-surat-129537
Master Pizza,--,Too Few Ratings,"Pizzas, Burgers",₹ 200 for two person,"SHOP NO.8,NAKSHATRA PLATINM.NR,MATHURA NAGARI,PALANPOR.SURAT",https://www.swiggy.com/restaurants/master-pizza-nakshatra-platinum-adajan-surat-643955
Pizza Culture,--,Too Few Ratings,"Pizzas, Italian",₹ 250 for two person,"108/E- first floor ,Green palladia, Palanpur Canal Rd, Surat, Gujarat 395009",https://www.swiggy.com/restaurants/pizza-culture-palanpur-canal-rd-adajan-surat-636535
Food Costa,--,Too Few Ratings,"Beverages, Chinese",₹ 200 for two person,"SHOP NO. 28, GROUND FLOOR, MONARCH, NR. KALPVRUKSH GARDEN, GAURAVPATH ROAD, PAL, Surat City , Surat City, Surat Municipal Corporation, Gujarat - 395009",https://www.swiggy.com/restaurants/food-costa-monarch-surat-450174
Mr. Sandwich,3.4,20+ ratings,Fast Food,₹ 200 for two person,"Shop No. 6, Prayosha Star, Opp. HP Petrol Pump, Madhuram Circle Road , Dindoli, Surat H.O, Surat City, Surat Municipal Corporation, Gujarat - 394210",https://www.swiggy.com/restaurants/mr-sandwich-dindoli-surat-470766
BK Cafe,--,Too Few Ratings,"American, Cafe",₹ 350 for two person,"Shop No 56, 58B, 59B, 60 & 61 Ground Floor, Laxmi Enclave 2, Opp Gajera School, Katargram, Surat, Gujarat 395004",https://www.swiggy.com/restaurants/bk-cafe-laxmi-enclave-2-katargram-surat-653054
Tex Palazzo Hotel,3.4,50+ ratings,"Closes soonNorth Indian, Punjabi",₹ 600 for two person,"Tex Palazzo Hotel, Surat Textile Market, Ring Road, Sahara Darwaja, Surat",https://www.swiggy.com/restaurants/tex-palazzo-hotel-ring-road-new-textile-market-surat-145746
Hare krishna Thali,3.7,500+ ratings,"Pastas, North Indian",₹ 300 for two person,"86, Ground Floor, Shreeji Arcade, Anand Mahal Road, Adajan, Adajan Gam, Surat",https://www.swiggy.com/restaurants/hare-krishna-thali-shreeji-arcade-adajan-surat-176244
The Shake Maker,4.3,100+ ratings,Ice Cream,₹ 150 for two person,"G-37,Avalon The Business Hub,Near Ankur School, Ambatalavdi Road,Katargam-395004",https://www.swiggy.com/restaurants/the-shake-maker-sumul-dairy-road-katargam-surat-216761
Rooster(The Sunshine Foods),3.9,1K+ ratings,"Burgers, Pizzas",₹ 200 for two person,"Sy.-1/63, 64,65,GR shop- 1,star arcade, golandaz street opp to commerce house dutch  garden road Nanpura surat -1",https://www.swiggy.com/restaurants/rooster-the-sunshine-foods-nanpura-surat-356940
EatFit - All Things Healthy,4.2,100+ ratings,"Healthy Food, Pizzas",₹ 270 for two person,"Halwawala Point, Avas No A/5, 1st Floor, Jivkor Nagar Co.Op.Hs, Type A, Bhatar Road No - 149, Surat, Gujarat",https://www.swiggy.com/restaurants/eatfit-all-things-healthy-halwawala-point-jivkor-nagar-co-op-hs-surat-620149
The Janta Ice Cream,4.3,1K+ ratings,Ice Cream,₹ 150 for two person,"Gf-18, Sai Square Complex, Honey Park Road, Opposite Saswat Complex, Adajan, Adajan, Surat, Gujarat 395009, India",https://www.swiggy.com/restaurants/the-janta-ice-cream-honey-park-road-adajan-surat-93240
